PTHR10033_AN83,PTHR10033_AN84,PTHR10033_AN147,HUMAN|HGNC=1512|UniProtKB=P31415,HUMAN,4
PTHR10036_AN15,PTHR10036_AN16,PTHR10036_AN87,HUMAN|HGNC=1689|UniProtKB=P13987,HUMAN,4
PTHR10036_AN15,PTHR10036_AN194,PTHR10036_AN257,HUMAN|HGNC=25215|UniProtKB=Q6UXB3,HUMAN,4
PTHR10036_AN15,PTHR10036_AN99,PTHR10036_AN155,HUMAN|HGNC=28431|UniProtKB=Q8N2G4,HUMAN,4
PTHR10037_AN1359,PTHR10037_AN1360,PTHR10037_AN1407,HUMAN|HGNC=1389|UniProtKB=Q00975,HUMAN,3
PTHR10037_AN1359,PTHR10037_AN1424,PTHR10037_AN1485,HUMAN|HGNC=1392|UniProtKB=Q15878,HUMAN,1
PTHR10037_AN1359,PTHR10037_AN1502,PTHR10037_AN1560,HUMAN|HGNC=1388|UniProtKB=O00555,HUMAN,4
PTHR10037_AN1628,PTHR10037_AN1629,PTHR10037_AN1695,HUMAN|HGNC=1393|UniProtKB=O60840,HUMAN,4
PTHR10037_AN1628,PTHR10037_AN1711,PTHR10037_AN1772,HUMAN|HGNC=1397|UniProtKB=Q13698,HUMAN,4
PTHR10037_AN1628,PTHR10037_AN1790,PTHR10037_AN1842,HUMAN|HGNC=1391|UniProtKB=Q01668,HUMAN,4
PTHR10037_AN1628,PTHR10037_AN1865,PTHR10037_AN1915,HUMAN|HGNC=1390|UniProtKB=Q13936,HUMAN,2
PTHR10037_AN2160,PTHR10037_AN2161,PTHR10037_AN2216,HUMAN|HGNC=1396|UniProtKB=Q9P0X4,HUMAN,3
PTHR10037_AN2160,PTHR10037_AN2231,PTHR10037_AN2281,HUMAN|HGNC=1394|UniProtKB=O43497,HUMAN,3
PTHR10037_AN2160,PTHR10037_AN2299,PTHR10037_AN2360,HUMAN|HGNC=1395|UniProtKB=O95180,HUMAN,3
PTHR10037_AN226,PTHR10037_AN420,PTHR10037_AN532,HUMAN|HGNC=23220|UniProtKB=Q7RTX7,HUMAN,4
PTHR10037_AN226,PTHR10037_AN420,PTHR10037_AN584,HUMAN|HGNC=10591|UniProtKB=P35499,HUMAN,4
PTHR10037_AN226,PTHR10037_AN420,PTHR10037_AN685,HUMAN|HGNC=10597|UniProtKB=Q15858,HUMAN,4
PTHR10037_AN226,PTHR10037_AN420,PTHR10037_AN735,HUMAN|HGNC=10583|UniProtKB=Q9UI33,HUMAN,4
PTHR10037_AN226,PTHR10037_AN420,PTHR10037_AN781,HUMAN|HGNC=10596|UniProtKB=Q9UQD0,HUMAN,4
PTHR10037_AN65,PTHR10037_AN69,PTHR10037_AN121,HUMAN|HGNC=10594|UniProtKB=Q01118,HUMAN,4
PTHR10037_AN65,PTHR10037_AN69,PTHR10037_AN161,HUMAN|HGNC=10593|UniProtKB=Q14524,HUMAN,4
PTHR10044_AN241,PTHR10044_AN242,PTHR10044_AN296,HUMAN|HGNC=593|UniProtKB=O15392,HUMAN,4
PTHR10044_AN378,PTHR10044_AN379,PTHR10044_AN434,HUMAN|HGNC=14878|UniProtKB=Q96P09,HUMAN,4
PTHR10044_AN378,PTHR10044_AN379,PTHR10044_AN440,HUMAN|HGNC=592|UniProtKB=P98170,HUMAN,4
PTHR10044_AN378,PTHR10044_AN457,PTHR10044_AN506,HUMAN|HGNC=590|UniProtKB=Q13490,HUMAN,4
PTHR10048_AN520,PTHR10048_AN521,PTHR10048_AN571,HUMAN|HGNC=8971|UniProtKB=O00443,HUMAN,3
PTHR10048_AN520,PTHR10048_AN589,PTHR10048_AN632,HUMAN|HGNC=8973|UniProtKB=O75747,HUMAN,3
PTHR10048_AN520,PTHR10048_AN643,PTHR10048_AN694,HUMAN|HGNC=8972|UniProtKB=O00750,HUMAN,3
PTHR10048_AN840,PTHR10048_AN852,PTHR10048_AN918,HUMAN|HGNC=8975|UniProtKB=P42336,HUMAN,4
PTHR10048_AN965,PTHR10048_AN1054,PTHR10048_AN1108,HUMAN|HGNC=8976|UniProtKB=P42338,HUMAN,2
PTHR10048_AN965,PTHR10048_AN966,PTHR10048_AN1023,HUMAN|HGNC=8978|UniProtKB=P48736,HUMAN,2
PTHR10050_AN394,PTHR10050_AN395,PTHR10050_AN445,HUMAN|HGNC=10676|UniProtKB=Q9HCN8,HUMAN,4
PTHR10050_AN394,PTHR10050_AN461,PTHR10050_AN515,HUMAN|HGNC=10675|UniProtKB=Q99470,HUMAN,4
PTHR10063_AN196,PTHR10063_AN197,PTHR10063_AN251,HUMAN|HGNC=16207|UniProtKB=Q2PPJ7,HUMAN,4
PTHR10063_AN196,PTHR10063_AN269,PTHR10063_AN321,HUMAN|HGNC=17770|UniProtKB=Q6GYQ0,HUMAN,4
PTHR10064_AN57,PTHR10064_AN138,PTHR10064_AN205,HUMAN|HGNC=10315|UniProtKB=P35268,HUMAN,4
PTHR10064_AN57,PTHR10064_AN58,PTHR10064_AN121,HUMAN|HGNC=27610|UniProtKB=Q6P5R6,HUMAN,4
PTHR10071_AN428,PTHR10071_AN429,PTHR10071_AN474,HUMAN|HGNC=4172|UniProtKB=P23771,HUMAN,4
PTHR10071_AN428,PTHR10071_AN491,PTHR10071_AN564,HUMAN|HGNC=4170|UniProtKB=P15976,HUMAN,4
PTHR10071_AN428,PTHR10071_AN491,PTHR10071_AN604,HUMAN|HGNC=4171|UniProtKB=P23769,HUMAN,4
PTHR10071_AN66,PTHR10071_AN135,PTHR10071_AN207,HUMAN|HGNC=15802|UniProtKB=Q9BWX5,HUMAN,4
PTHR10071_AN66,PTHR10071_AN135,PTHR10071_AN251,HUMAN|HGNC=4173|UniProtKB=P43694,HUMAN,4
PTHR10071_AN66,PTHR10071_AN67,PTHR10071_AN118,HUMAN|HGNC=4174|UniProtKB=Q92908,HUMAN,4
PTHR10075_AN13,PTHR10075_AN14,PTHR10075_AN69,HUMAN|HGNC=1116|UniProtKB=P35613,HUMAN,3
PTHR10075_AN13,PTHR10075_AN165,PTHR10075_AN219,HUMAN|HGNC=30465|UniProtKB=Q6PCB8,HUMAN,3
PTHR10075_AN13,PTHR10075_AN239,PTHR10075_AN304,HUMAN|HGNC=17867|UniProtKB=Q9Y639,HUMAN,2
PTHR10075_AN13,PTHR10075_AN87,PTHR10075_AN146,HUMAN|HGNC=16096|UniProtKB=Q96N03,HUMAN,4
PTHR10078_AN0,PTHR10078_AN14,PTHR10078_AN117,HUMAN|HGNC=6000|UniProtKB=P18510,HUMAN,4
PTHR10082_AN26,PTHR10082_AN109,PTHR10082_AN161,HUMAN|HGNC=6163|UniProtKB=P26012,HUMAN,4
PTHR10082_AN26,PTHR10082_AN184,PTHR10082_AN234,HUMAN|HGNC=6161|UniProtKB=P18564,HUMAN,4
PTHR10082_AN26,PTHR10082_AN252,PTHR10082_AN304,HUMAN|HGNC=6160|UniProtKB=P18084,HUMAN,4
PTHR10082_AN26,PTHR10082_AN27,PTHR10082_AN91,HUMAN|Ensembl=ENSG00000259753|UniProtKB=H3BM21,HUMAN,4
PTHR10082_AN415,PTHR10082_AN416,PTHR10082_AN478,HUMAN|HGNC=6155|UniProtKB=P05107,HUMAN,4
PTHR10082_AN415,PTHR10082_AN494,PTHR10082_AN546,HUMAN|HGNC=6164|UniProtKB=O95965,HUMAN,4
PTHR10082_AN415,PTHR10082_AN568,PTHR10082_AN610,HUMAN|HGNC=6162|UniProtKB=P26010,HUMAN,4
PTHR10082_AN415,PTHR10082_AN623,PTHR10082_AN698,HUMAN|HGNC=6153|UniProtKB=P05556,HUMAN,4
PTHR10083_AN1054,PTHR10083_AN1055,PTHR10083_AN1093,HUMAN|HGNC=21580|UniProtKB=Q5VV43,HUMAN,4
PTHR10083_AN1054,PTHR10083_AN1110,PTHR10083_AN1159,HUMAN|HGNC=30071|UniProtKB=Q8IZA0,HUMAN,4
PTHR10083_AN1228,PTHR10083_AN1229,PTHR10083_AN1351,HUMAN|HGNC=11247|UniProtKB=O43291,HUMAN,4
PTHR10083_AN1228,PTHR10083_AN1229,PTHR10083_AN1405,HUMAN|HGNC=11246|UniProtKB=O43278,HUMAN,4
PTHR10083_AN1228,PTHR10083_AN1427,PTHR10083_AN1478,HUMAN|HGNC=16163|UniProtKB=Q8IUA0,HUMAN,4
PTHR10083_AN54,PTHR10083_AN112,PTHR10083_AN177,HUMAN|HGNC=30912|UniProtKB=Q96NZ8,HUMAN,2
PTHR10083_AN54,PTHR10083_AN112,PTHR10083_AN228,HUMAN|HGNC=30916|UniProtKB=Q8TEU8,HUMAN,2
PTHR10083_AN54,PTHR10083_AN249,PTHR10083_AN291,HUMAN|HGNC=11761|UniProtKB=P48307,HUMAN,4
PTHR10083_AN54,PTHR10083_AN55,PTHR10083_AN97,HUMAN|HGNC=16936|UniProtKB=Q86VZ4,HUMAN,4
PTHR10083_AN633,PTHR10083_AN634,PTHR10083_AN686,HUMAN|HGNC=453|UniProtKB=P02760,HUMAN,4
PTHR10083_AN633,PTHR10083_AN709,PTHR10083_AN793,HUMAN|HGNC=11248|UniProtKB=P49223,HUMAN,4
PTHR10083_AN633,PTHR10083_AN709,PTHR10083_AN808,HUMAN|HGNC=11760|UniProtKB=P10646,HUMAN,4
PTHR10098_AN513,PTHR10098_AN514,PTHR10098_AN557,HUMAN|HGNC=17858|UniProtKB=Q86YR5,HUMAN,4
PTHR10098_AN513,PTHR10098_AN575,PTHR10098_AN640,HUMAN|HGNC=29501|UniProtKB=P81274,HUMAN,4
PTHR10104_AN11,PTHR10104_AN12,PTHR10104_AN78,HUMAN|HGNC=16078|UniProtKB=Q9H169,HUMAN,1
PTHR10104_AN11,PTHR10104_AN180,PTHR10104_AN218,HUMAN|HGNC=15926|UniProtKB=Q9NZ72,HUMAN,1
PTHR10104_AN11,PTHR10104_AN240,PTHR10104_AN312,HUMAN|HGNC=6510|UniProtKB=P16949,HUMAN,1
PTHR10104_AN11,PTHR10104_AN94,PTHR10104_AN159,HUMAN|HGNC=10577|UniProtKB=Q93045,HUMAN,1
PTHR10105_AN5,PTHR10105_AN6,PTHR10105_AN35,HUMAN|HGNC=10751|UniProtKB=P49908,HUMAN,4
PTHR10110_AN285,PTHR10110_AN286,PTHR10110_AN341,HUMAN|HGNC=11072|UniProtKB=Q9UBY0,HUMAN,4
PTHR10110_AN285,PTHR10110_AN358,PTHR10110_AN423,HUMAN|HGNC=11071|UniProtKB=P19634,HUMAN,4
PTHR10110_AN530,PTHR10110_AN531,PTHR10110_AN583,HUMAN|HGNC=11078|UniProtKB=Q14940,HUMAN,4
PTHR10110_AN530,PTHR10110_AN599,PTHR10110_AN657,HUMAN|HGNC=11073|UniProtKB=P48764,HUMAN,4
PTHR10117_AN23,PTHR10117_AN213,PTHR10117_AN279,HUMAN|HGNC=12338|UniProtKB=Q9Y210,HUMAN,2
PTHR10117_AN23,PTHR10117_AN79,PTHR10117_AN133,HUMAN|HGNC=12335|UniProtKB=Q13507,HUMAN,1
PTHR10117_AN23,PTHR10117_AN79,PTHR10117_AN190,HUMAN|HGNC=20754|UniProtKB=Q9HCX4,HUMAN,1
PTHR10117_AN470,PTHR10117_AN471,PTHR10117_AN523,HUMAN|HGNC=12337|UniProtKB=Q9UL62,HUMAN,4
PTHR10117_AN470,PTHR10117_AN541,PTHR10117_AN605,HUMAN|HGNC=12336|UniProtKB=Q9UBN4,HUMAN,4
PTHR10122_AN58,PTHR10122_AN72,PTHR10122_AN145,HUMAN|HGNC=2269|UniProtKB=P10606,HUMAN,4
PTHR10125_AN354,PTHR10125_AN355,PTHR10125_AN418,HUMAN|HGNC=8534|UniProtKB=P56373,HUMAN,4
PTHR10125_AN354,PTHR10125_AN435,PTHR10125_AN494,HUMAN|HGNC=8538|UniProtKB=O15547,HUMAN,4
PTHR10125_AN354,PTHR10125_AN435,PTHR10125_AN548,HUMAN|HGNC=8536|UniProtKB=Q93086,HUMAN,4
PTHR10125_AN38,PTHR10125_AN115,PTHR10125_AN170,HUMAN|HGNC=15459|UniProtKB=Q9UBL9,HUMAN,2
PTHR10125_AN38,PTHR10125_AN185,PTHR10125_AN239,HUMAN|HGNC=8533|UniProtKB=P51575,HUMAN,2
PTHR10125_AN38,PTHR10125_AN257,PTHR10125_AN311,HUMAN|HGNC=8535|UniProtKB=Q99571,HUMAN,2
PTHR10126_AN276,PTHR10126_AN277,PTHR10126_AN326,HUMAN|HGNC=19841|UniProtKB=Q6SJ96,HUMAN,4
PTHR10126_AN276,PTHR10126_AN341,PTHR10126_AN400,HUMAN|HGNC=11588|UniProtKB=P20226,HUMAN,4
PTHR10127_AN1314,PTHR10127_AN1315,PTHR10127_AN1391,HUMAN|HGNC=7020|UniProtKB=Q16820,HUMAN,4
PTHR10127_AN1314,PTHR10127_AN1412,PTHR10127_AN1468,HUMAN|HGNC=7015|UniProtKB=Q16819,HUMAN,4
PTHR10127_AN1601,PTHR10127_AN1602,PTHR10127_AN1657,HUMAN|HGNC=8009|UniProtKB=Q9P2S2,HUMAN,4
PTHR10127_AN1601,PTHR10127_AN1726,PTHR10127_AN1784,HUMAN|HGNC=8010|UniProtKB=Q9Y4C0,HUMAN,4
PTHR10127_AN1801,PTHR10127_AN1802,PTHR10127_AN1854,HUMAN|HGNC=3546|UniProtKB=P00451,HUMAN,2
PTHR10127_AN1801,PTHR10127_AN1802,PTHR10127_AN1907,HUMAN|HGNC=3542|UniProtKB=P12259,HUMAN,2
PTHR10127_AN1801,PTHR10127_AN1923,PTHR10127_AN2015,HUMAN|HGNC=18747|UniProtKB=Q9C0A0,HUMAN,2
PTHR10127_AN1801,PTHR10127_AN1923,PTHR10127_AN2082,HUMAN|HGNC=18748|UniProtKB=Q8WYK1,HUMAN,2
PTHR10127_AN1801,PTHR10127_AN1923,PTHR10127_AN2118,HUMAN|HGNC=32035|UniProtKB=Q96NU0,HUMAN,2
PTHR10127_AN1801,PTHR10127_AN2125,PTHR10127_AN2174,HUMAN|HGNC=8011|UniProtKB=P78357,HUMAN,1
PTHR10127_AN1801,PTHR10127_AN2191,PTHR10127_AN2244,HUMAN|HGNC=13830|UniProtKB=Q9UHC6,HUMAN,2
PTHR10127_AN220,PTHR10127_AN221,PTHR10127_AN285,HUMAN|HGNC=14644|UniProtKB=Q8NC67,HUMAN,4
PTHR10127_AN220,PTHR10127_AN303,PTHR10127_AN349,HUMAN|HGNC=13823|UniProtKB=Q8TDF5,HUMAN,4
PTHR10127_AN2558,PTHR10127_AN2559,PTHR10127_AN2606,HUMAN|HGNC=3173|UniProtKB=O43854,HUMAN,4
PTHR10127_AN2558,PTHR10127_AN2620,PTHR10127_AN2682,HUMAN|HGNC=7036|UniProtKB=Q08431,HUMAN,4
PTHR10127_AN383,PTHR10127_AN384,PTHR10127_AN430,HUMAN|HGNC=8738|UniProtKB=Q15113,HUMAN,4
PTHR10127_AN383,PTHR10127_AN384,PTHR10127_AN458,HUMAN|HGNC=8739|UniProtKB=Q9UKZ9,HUMAN,4
PTHR10127_AN383,PTHR10127_AN468,PTHR10127_AN532,HUMAN|HGNC=8005|UniProtKB=O60462,HUMAN,2
PTHR10127_AN383,PTHR10127_AN550,PTHR10127_AN612,HUMAN|HGNC=8004|UniProtKB=O14786,HUMAN,2
PTHR10127_AN383,PTHR10127_AN658,PTHR10127_AN695,HUMAN|HGNC=2548|UniProtKB=O60494,HUMAN,2
PTHR10127_AN903,PTHR10127_AN1037,PTHR10127_AN1108,HUMAN|HGNC=11844|UniProtKB=Q9Y6L7,HUMAN,4
PTHR10127_AN903,PTHR10127_AN904,PTHR10127_AN955,HUMAN|HGNC=11843|UniProtKB=O43897,HUMAN,4
PTHR10127_AN903,PTHR10127_AN972,PTHR10127_AN1020,HUMAN|HGNC=27297|UniProtKB=Q5VXM1,HUMAN,4
PTHR10129_AN19,PTHR10129_AN140,PTHR10129_AN196,HUMAN|HGNC=6408|UniProtKB=Q9Y5Q3,HUMAN,4
PTHR10129_AN19,PTHR10129_AN20,PTHR10129_AN71,HUMAN|HGNC=6776|UniProtKB=O75444,HUMAN,4
PTHR10129_AN19,PTHR10129_AN210,PTHR10129_AN239,HUMAN|HGNC=23145|UniProtKB=Q8NHW3,HUMAN,4
PTHR10129_AN19,PTHR10129_AN86,PTHR10129_AN131,HUMAN|HGNC=8002|UniProtKB=P54845,HUMAN,4
PTHR10129_AN285,PTHR10129_AN286,PTHR10129_AN338,HUMAN|HGNC=6781|UniProtKB=O15525,HUMAN,1
PTHR10129_AN285,PTHR10129_AN355,PTHR10129_AN400,HUMAN|HGNC=6780|UniProtKB=Q9ULX9,HUMAN,3
PTHR10129_AN285,PTHR10129_AN417,PTHR10129_AN462,HUMAN|HGNC=6782|UniProtKB=O60675,HUMAN,3
PTHR10130_AN102,PTHR10130_AN103,PTHR10130_AN161,HUMAN|HGNC=30024|UniProtKB=Q8IYB4,HUMAN,4
PTHR10130_AN102,PTHR10130_AN183,PTHR10130_AN252,HUMAN|HGNC=9719|UniProtKB=P50542,HUMAN,4
PTHR10131_AN236,PTHR10131_AN237,PTHR10131_AN281,HUMAN|HGNC=12035|UniProtKB=O00463,HUMAN,4
PTHR10131_AN236,PTHR10131_AN299,PTHR10131_AN351,HUMAN|HGNC=12033|UniProtKB=Q13114,HUMAN,4
PTHR10131_AN381,PTHR10131_AN382,PTHR10131_AN454,HUMAN|HGNC=12032|UniProtKB=Q12933,HUMAN,4
PTHR10132_AN6,PTHR10132_AN7,PTHR10132_AN61,HUMAN|HGNC=10808|UniProtKB=O43556,HUMAN,4
PTHR10132_AN6,PTHR10132_AN81,PTHR10132_AN132,HUMAN|HGNC=10805|UniProtKB=Q16586,HUMAN,4
PTHR10133_AN305,PTHR10133_AN329,PTHR10133_AN370,HUMAN|HGNC=18870|UniProtKB=Q7Z5Q5,HUMAN,4
PTHR10137_AN64,PTHR10137_AN135,PTHR10137_AN197,HUMAN|HGNC=856|UniProtKB=P21283,HUMAN,4
PTHR10137_AN64,PTHR10137_AN65,PTHR10137_AN115,HUMAN|HGNC=18264|UniProtKB=Q8NEY4,HUMAN,4
PTHR10151_AN292,PTHR10151_AN327,PTHR10151_AN374,HUMAN|HGNC=23764|UniProtKB=Q6UWV6,HUMAN,4
PTHR10151_AN489,PTHR10151_AN490,PTHR10151_AN552,HUMAN|HGNC=3357|UniProtKB=Q13822,HUMAN,4
PTHR10151_AN489,PTHR10151_AN570,PTHR10151_AN618,HUMAN|HGNC=3356|UniProtKB=P22413,HUMAN,4
